Date,MO,BYD,AER
2/28/2019 16:00,52.41,29.76,45.14
3/1/2019 16:00,52.75,30.11,45.07
3/4/2019 16:00,52.46,29.75,44.12
3/5/2019 16:00,52.88,29.26,43.41
3/6/2019 16:00,54.67,28.68,41.49
3/7/2019 16:00,54.74,28.49,40.84
3/8/2019 16:00,55.37,28.94,40.96
3/11/2019 16:00,56.01,29.32,41.63
3/12/2019 16:00,55.75,28.8,43.55
3/13/2019 16:00,56.13,29.06,43.08
3/14/2019 16:00,56.4,28.38,42.9
3/15/2019 16:00,56.75,28.23,43.48
3/18/2019 16:00,57.3,28.05,44.2
3/19/2019 16:00,56.01,27.76,44.45
3/20/2019 16:00,55.72,27.61,44.02
3/21/2019 16:00,56.93,27.92,45.7
3/22/2019 16:00,55.92,27.35,44.9
3/25/2019 16:00,56.55,27.64,44.26
3/26/2019 16:00,57.03,27.93,44.68
3/27/2019 16:00,56.3,26.88,45.19
3/28/2019 16:00,56.7,27.32,45.86
3/29/2019 16:00,57.43,27.36,46.54
4/1/2019 16:00,57.73,28.34,47.64
4/2/2019 16:00,56.69,28.58,47.6
4/3/2019 16:00,53.98,29.15,47.92
4/4/2019 16:00,54.6,29.02,48.49
4/5/2019 16:00,54.77,29.15,49
4/8/2019 16:00,55.28,28.89,48.4
4/9/2019 16:00,55.11,28.34,47.1
4/10/2019 16:00,55.42,29.19,47.4
4/11/2019 16:00,55.98,29.4,48.45
4/12/2019 16:00,56.56,29.87,49.21
4/15/2019 16:00,56.94,29.57,48.93
4/16/2019 16:00,56.39,29.89,49.26
4/17/2019 16:00,56.18,29.6,49.8
4/18/2019 16:00,54.37,29.8,49.41
4/22/2019 16:00,54.61,29.82,48.66
